产品名称,合约代码,产品代码,产品类型,交易所MIC编码,交易场所,交易时间节假日除外,交易国家ISO编码,交易币种ISO编码,结算币种ISO编码,到期时间待国家公布2025年节假日安排后进行调整,结算方式,挂牌频率,最小变动价位,最小变动价值,交易单位,计量单位,最大下单量,日持仓限额期货公司会员不限仓,大宗交易最小规模,是否受CESR监管,是否为灵活合约,上市周期该产品的所有合约月份,交割通知日,第一交易日,最后交易日待国家公布2025年节假日安排后进行调整,交割结算日,月份代码,年份代码,最后交割日,车（船）板最后交割日,合约交割月份本合约交割月份,交易保证金率,涨跌停板,费用币种ISO编码,交易手续费,手续费收取方式,交割手续费,平今仓手续费,交易限额
甲醇期货,MA404,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-04-16 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户30000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-04-18,2023-04-18,2024-04-16,2024-04-19,04,2024,2024-04-19,,04,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
甲醇期货,MA405,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-05-17 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户100360手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-05-21,2023-05-18,2024-05-17,2024-05-22,05,2024,2024-05-22,,05,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
甲醇期货,MA406,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-06-17 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户30000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-06-19,2023-06-15,2024-06-17,2024-06-20,06,2024,2024-06-20,,06,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
甲醇期货,MA407,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-07-12 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户30000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-07-16,2023-07-17,2024-07-12,2024-07-17,07,2024,2024-07-17,,07,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
甲醇期货,MA408,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-08-14 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户30000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-08-16,2023-08-15,2024-08-14,2024-08-19,08,2024,2024-08-19,,08,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
甲醇期货,MA409,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-09-13 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户30000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-09-19,2023-09-15,2024-09-13,2024-09-20,09,2024,2024-09-20,,09,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
甲醇期货,MA410,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-10-21 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户30000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-10-23,2023-10-23,2024-10-21,2024-10-24,10,2024,2024-10-24,,10,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
甲醇期货,MA411,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-11-14 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户30000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-11-18,2023-11-15,2024-11-14,2024-11-19,11,2024,2024-11-19,,11,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
甲醇期货,MA412,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-12-13 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户30000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-12-17,2023-12-15,2024-12-13,2024-12-18,12,2024,2024-12-18,,12,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
甲醇期货,MA501,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2025-01-14 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户30000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2025-01-16,2024-01-16,2025-01-14,2025-01-17,01,2025,2025-01-17,,01,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
甲醇期货,MA502,MA,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2025-02-14 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户30000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2025-02-18,2024-02-23,2025-02-14,2025-02-19,02,2025,2025-02-19,,02,8.00%,±7%,CNY,1.0,比例值,0.0,1.0,25000.0
菜籽油期货,OI403,OI,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-03-14 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户3000手,n.a.,否,否,"1,3,5,7,9,11",2024-03-18,2023-03-15,2024-03-14,2024-03-19,03,2024,2024-03-19,,03,10.00%,±6%,CNY,2.0,绝对值,0.0,2.0,10000.0
菜籽油期货,OI405,OI,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-05-17 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户28625手,n.a.,否,否,"1,3,5,7,9,11",2024-05-21,2023-05-18,2024-05-17,2024-05-22,05,2024,2024-05-22,,05,7.00%,±6%,CNY,2.0,绝对值,0.0,2.0,10000.0
菜籽油期货,OI407,OI,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-07-12 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,3,5,7,9,11",2024-07-16,2023-07-17,2024-07-12,2024-07-17,07,2024,2024-07-17,,07,7.00%,±6%,CNY,2.0,绝对值,0.0,2.0,10000.0
菜籽油期货,OI409,OI,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-09-13 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,3,5,7,9,11",2024-09-19,2023-09-15,2024-09-13,2024-09-20,09,2024,2024-09-20,,09,7.00%,±6%,CNY,2.0,绝对值,0.0,2.0,10000.0
菜籽油期货,OI411,OI,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-11-14 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,3,5,7,9,11",2024-11-18,2023-11-15,2024-11-14,2024-11-19,11,2024,2024-11-19,,11,7.00%,±6%,CNY,2.0,绝对值,0.0,2.0,10000.0
菜籽油期货,OI501,OI,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2025-01-14 15:00 北京时间,实物,月度,1.00元/吨,10.00元,10吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,3,5,7,9,11",2025-01-16,2024-01-16,2025-01-14,2025-01-17,01,2025,2025-01-17,,01,7.00%,±6%,CNY,2.0,绝对值,0.0,2.0,10000.0
涤纶短纤期货,PF403,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-03-14 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户1500手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-03-18,2023-03-15,2024-03-14,2024-03-19,03,2024,2024-03-19,,03,10.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF404,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-04-16 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-04-18,2023-04-18,2024-04-16,2024-04-19,04,2024,2024-04-19,,04,8.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF405,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-05-17 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户13060手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-05-21,2023-05-18,2024-05-17,2024-05-22,05,2024,2024-05-22,,05,8.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF406,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-06-17 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-06-19,2023-06-15,2024-06-17,2024-06-20,06,2024,2024-06-20,,06,8.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF407,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-07-12 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-07-16,2023-07-17,2024-07-12,2024-07-17,07,2024,2024-07-17,,07,8.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF408,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-08-14 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-08-16,2023-08-15,2024-08-14,2024-08-19,08,2024,2024-08-19,,08,8.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF409,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-09-13 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-09-19,2023-09-15,2024-09-13,2024-09-20,09,2024,2024-09-20,,09,8.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF410,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-10-21 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-10-23,2023-10-23,2024-10-21,2024-10-24,10,2024,2024-10-24,,10,8.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF411,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-11-14 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-11-18,2023-11-15,2024-11-14,2024-11-19,11,2024,2024-11-19,,11,8.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF412,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-12-13 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-12-17,2023-12-15,2024-12-13,2024-12-18,12,2024,2024-12-18,,12,8.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF501,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2025-01-14 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2025-01-16,2024-01-16,2025-01-14,2025-01-17,01,2025,2025-01-17,,01,8.00%,±7%,CNY,3.0,绝对值,0.0,3.0,
涤纶短纤期货,PF502,PF,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2025-02-14 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户10000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2025-02-18,2024-02-23,2025-02-14,2025-02-19,02,2025,2025-02-19,,02,8.00%,±14%,CNY,3.0,绝对值,0.0,3.0,
花生仁期货,PK403,PK,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-03-14 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户500手,n.a.,否,否,"1,3,4,10,11,12",2024-03-18,2023-03-15,2024-03-14,2024-03-19,03,2024,2024-03-19,2024-04-10,03,10.00%,±7%,CNY,4.0,绝对值,0.0,4.0,
花生仁期货,PK404,PK,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-04-16 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户5000手,n.a.,否,否,"1,3,4,10,11,12",2024-04-18,2023-04-18,2024-04-16,2024-04-19,04,2024,2024-04-19,2024-05-10,04,8.00%,±7%,CNY,4.0,绝对值,0.0,4.0,
花生仁期货,PK410,PK,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-10-21 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户5000手,n.a.,否,否,"1,3,4,10,11,12",2024-10-23,2023-10-23,2024-10-21,2024-10-24,10,2024,2024-10-24,2024-11-10,10,8.00%,±7%,CNY,4.0,绝对值,0.0,4.0,
花生仁期货,PK411,PK,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-11-14 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户5000手,n.a.,否,否,"1,3,4,10,11,12",2024-11-18,2023-11-15,2024-11-14,2024-11-19,11,2024,2024-11-19,2024-12-10,11,8.00%,±7%,CNY,4.0,绝对值,0.0,4.0,
花生仁期货,PK412,PK,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-12-13 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户5000手,n.a.,否,否,"1,3,4,10,11,12",2024-12-17,2023-12-15,2024-12-13,2024-12-18,12,2024,2024-12-18,2025-01-10,12,8.00%,±7%,CNY,4.0,绝对值,0.0,4.0,
花生仁期货,PK501,PK,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2025-01-14 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户5000手,n.a.,否,否,"1,3,4,10,11,12",2025-01-16,2024-01-16,2025-01-14,2025-01-17,01,2025,2025-01-17,2025-02-10,01,8.00%,±7%,CNY,4.0,绝对值,0.0,4.0,
普通小麦期货,PM403,PM,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-03-14 15:00 北京时间,实物,月度,1.00元/吨,50.00元,50吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户600手,n.a.,否,否,"1,3,5,7,9,11",2024-03-18,2023-03-15,2024-03-14,2024-03-19,03,2024,2024-03-19,2024-04-20,03,15.00%,±14%,CNY,30.0,绝对值,0.0,30.0,
普通小麦期货,PM405,PM,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-05-17 15:00 北京时间,实物,月度,1.00元/吨,50.00元,50吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户2000手,n.a.,否,否,"1,3,5,7,9,11",2024-05-21,2023-05-18,2024-05-17,2024-05-22,05,2024,2024-05-22,2024-06-20,05,15.00%,±14%,CNY,30.0,绝对值,0.0,30.0,
普通小麦期货,PM407,PM,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-07-12 15:00 北京时间,实物,月度,1.00元/吨,50.00元,50吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户2000手,n.a.,否,否,"1,3,5,7,9,11",2024-07-16,2023-07-17,2024-07-12,2024-07-17,07,2024,2024-07-17,2024-08-20,07,15.00%,±14%,CNY,30.0,绝对值,0.0,30.0,
普通小麦期货,PM409,PM,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-09-13 15:00 北京时间,实物,月度,1.00元/吨,50.00元,50吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户2000手,n.a.,否,否,"1,3,5,7,9,11",2024-09-19,2023-09-15,2024-09-13,2024-09-20,09,2024,2024-09-20,2024-10-20,09,15.00%,±14%,CNY,30.0,绝对值,0.0,30.0,
普通小麦期货,PM411,PM,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-11-14 15:00 北京时间,实物,月度,1.00元/吨,50.00元,50吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户2000手,n.a.,否,否,"1,3,5,7,9,11",2024-11-18,2023-11-15,2024-11-14,2024-11-19,11,2024,2024-11-19,2024-12-20,11,15.00%,±14%,CNY,30.0,绝对值,0.0,30.0,
普通小麦期货,PM501,PM,期货,XZCE,电子,09:00-11:30|13:30-15:00,CN,CNY,CNY,2025-01-14 15:00 北京时间,实物,月度,1.00元/吨,50.00元,50吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户2000手,n.a.,否,否,"1,3,5,7,9,11",2025-01-16,2024-01-16,2025-01-14,2025-01-17,01,2025,2025-01-17,2025-02-20,01,15.00%,±14%,CNY,30.0,绝对值,0.0,30.0,
对二甲苯期货,PX405,PX,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-05-17 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户5000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-05-21,2023-09-15,2024-05-17,2024-05-22,05,2024,2024-05-22,,05,12.00%,±10%,CNY,1.0,比例值,0.0,1.0,
对二甲苯期货,PX406,PX,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-06-17 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户5000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-06-19,2023-09-15,2024-06-17,2024-06-20,06,2024,2024-06-20,,06,12.00%,±10%,CNY,1.0,比例值,0.0,1.0,
对二甲苯期货,PX407,PX,期货,XZCE,电子,21:00-23:00|09:00-11:30|13:30-15:00,CN,CNY,CNY,2024-07-12 15:00 北京时间,实物,月度,2.00元/吨,10.00元,5吨/手,吨,限价指令1000手|市价指令200手,非期货公司会员和客户5000手,n.a.,否,否,"1,2,3,4,5,6,7,8,9,10,11,12",2024-07-16,2023-09-15,2024-07-12,2024-07-17,07,2024,2024-07-17,,07,12.00%,±10%,CNY,1.0,比例值,0.0,1.0,
